artist,tags
Minotaur Shock,"electronic, idm, electronica, trip-hop, chillout"
The Legends,"swedish, indie pop, indie, twee, Labrador"
Bombino,"seen live, tuareg, african, folk, psychedelic"
The Range,"seen live, electronic, experimental, idm, soul"
Necrophagist,"Technical Death Metal, death metal, progressive death metal, Brutal Death Metal, metal"
Rothko,"post-rock, ambient, instrumental, experimental, Avant-Garde"
Король и Шут,"punk rock, russian rock, punk, russian, rock"
Julien Baer,"nouvelle scene francaise, french, chanson francaise, france, chanson"
Kutiman,"funk, afrobeat, trip-hop, jazz, nu funk"
nor elle,"downtempo, lounge, ambient, chillout, electronic"
Zedd,"electronic, electro house, House, electro, dubstep"
Trapt,"rock, alternative rock, alternative, hard rock, post-grunge"
Carpathian,"hardcore, metalcore, seen live, melodic hardcore, australian"
The Gerogerigegege,"noise, experimental, noisecore, art is over, ultra shit band"
Marika Papagika,"Greek, rebetiko, rembetika, folk, rebetika"
Laura Gibson,"folk, singer-songwriter, female vocalists, acoustic, indie folk"
Yuna,"malaysian, female vocalists, folk, indie, acoustic"
DZA,"wonky, instrumental hip-hop, experimental, Hip-Hop, how2make"
Teen Daze,"chillwave, dream pop, electronic, Lo-Fi, indie"
Grand Buffet,"seen live, Hip-Hop, rap, hip hop, pittsburgh"
Faith Evans,"rnb, soul, female vocalists, Hip-Hop, pop"
Donnacha Costello,"minimal, ambient, minimal techno, electronic, techno"
Swim Deep,"indie, dream pop, indie rock, seen live, surf rock"
Andain,"trance, vocal trance, electronic, progressive trance, dance"
武満徹,"contemporary classical, japanese, Classical, Avant-Garde, experimental"
Boduf Songs,"folk, singer-songwriter, slowcore, experimental, acoustic"
Chaz Knapp,"piano, contemporary classical, ambient, instrumental, Classical"
JEFF the Brotherhood,"indie, kickasstic, Nashville, pay attention, Recommended"
Heatwave,"funk, Disco, soul, rnb, Heatwave"
Dominique,"pop, minimal pop, electronic, german, electropop"
Altered Images,"new wave, 80s, post-punk, Scottish, pop"
Bleachers,"indie pop, indie, seen live, folk, power pop"
The Hunches,"Garage Punk, Garage Rock, punk, noise, garage"
Solefald,"Avant-garde Metal, black metal, Post-Black Metal, Avant-Garde, experimental"
Lou Barlow,"indie, singer-songwriter, Lo-Fi, folk, seen live"
Texas,"pop, rock, female vocalists, Scottish, britpop"
Ezra Furman,"seen live, folk, indie rock, indie, rock"
Quench,"idm, electronic, ambient, trance, glitch"
Sébastien Schuller,"electronic, french, indie, downtempo, trip-hop"
Stone Breath,"neofolk, psychedelic folk, apocalyptic folk, folk, psychedelic"
Café Tacuba,"latin, mexico, alternative rock, rock, Rock en Espanol"
Slash,"hard rock, rock, guitar, 80s, seen live"
משינה,"Israeli Rock, israeli, rock, hebrew, Israel"
Enslaved,"black metal, viking metal, progressive black metal, Progressive metal, norwegian"
Antibalas Afrobeat Orchestra,"afrobeat, funk, jazz, world, ninja tune"
Voltaire,"Gothic, dark cabaret, folk, darkwave, alternative"
R.Stevie Moore,"Lo-Fi, experimental, post-punk, indie, seen live"
Dark Time Sunshine,"Hip-Hop, underground hip-hop, rap, hip hop, oldominion"
Pretend,"math rock, post-rock, instrumental, jazz, indie rock"
Youth Group,"indie, indie rock, australian, seen live, alternative"
Rachel Portman,"Soundtrack, instrumental, composer, score, movie soundtrack"
Nursery Rhymes 123,"kids, lullabies, children, nursery rhymes, english"
Dusky,"deep house, House, Progressive House, electronic, downtempo"
Esquivel,"lounge, exotica, space age pop, easy listening, latin"
Andrew Holdsworth,"Classical, piano, ballet, covers"
Mechanical Me,"downtempo, chillout, electronic, electronica, chill"
Wallows,"indie, indie rock, alternative, seen live, rock"
Slugdge,"death metal, Blackened Death Metal, sludge metal, Sludge, black metal"
YUNGBLUD,"indie rock, indie, british, rock, alternative"
Ace Bushy Striptease,"indie pop, indie, seen live, rock, british"
Boy 8-Bit,"electro, 8-bit, electronic, seen live, fidget house"
FPU,"electro, electronic, synthpop, electronica, Electroclash"
Booba,"french rap, rap, Hip-Hop, rap francais, french"
Booty Luv,"House, dance, female vocalists, electronic, pop"
Tujiko Noriko,"japanese, experimental, electronic, female vocalists, electronica"
T. Mills,"electronic, powerpop, hip hop, crunkcore, electro"
Eelke Kleijn,"Progressive House, electronic, House, tech house, Progressive"
Cecilia Bartoli,"opera, Classical, mezzo-soprano, female vocalists, baroque"
Chico Trujillo,"cumbia, chile, latin, ska, rock"
Fettes Brot,"seen live, german, hip hop, Hip-Hop, deutsch"
All Girl Summer Fun Band,"twee, indie pop, indie, female vocalists, pop"
Mick Harvey,"singer-songwriter, rock, australian, alternative, alternative rock"
Pilote,"electronic, downtempo, ambient, idm, electronica"
Inkubus Sukkubus,"Gothic Rock, Gothic, Pagan, pagan rock, darkwave"
Nhor,"ambient, neoclassical, black metal, atmospheric black metal, atmospheric"
Luminus,"goa, psytrance, trance, electronic, psychedelic"
China Crisis,"new wave, 80s, synthpop, new romantic, pop"
Jets to Brazil,"indie, emo, indie rock, rock, alternative"
DJ Z-Trip & DJ P,"electronic, turntablism, Hip-Hop, hip hop, mash-up"
Uneven Structure,"DJENT, Progressive metal, math metal, ambient, polyrhythms"
Brenton Wood,"soul, 60s, oldies, rhythm and blues, rnb"
Oren Lavie,"indie, acoustic, folk, alternative, singer-songwriter"
Frodus,"post-hardcore, math rock, hardcore, indie, spazzcore"
Styles P,"Hip-Hop, rap, D-Block, hip hop, East Coast"
Miss Li,"swedish, seen live, female vocalists, jazz, indie"
Helge Schneider,"comedy, jazz, seen live, german, deutsch"
Dry Cleaning,"post-punk, Crank wave, indie rock, post-brexit new wave, seen live"
ACDC,"hard rock, classic rock, rock, heavy metal, metal"
Georges Bizet,"Classical, opera, romantic, french, composers"
Candy Dulfer,"jazz, saxophone, Smooth Jazz, funk, dutch"
AOA,"k-pop, Korean, electronic, pop, female vocalists"
Afu-Ra,"Hip-Hop, rap, underground hip-hop, hip hop, underground rap"
Crim3s,"witch house, electronic, shoegaze, newbreed, electronica"
Purple Mountains,"Alt-country, indie rock, singer-songwriter, american, indie"
Joe Purdy,"folk, singer-songwriter, acoustic, indie, greys anatomy"
An Horse,"seen live, indie, indie rock, australian, female vocalists"
Marteria,"seen live, Deutschrap, rap, hip hop, german"
Bobby Hutcherson,"jazz, Vibraphone, Post-Bop, Blue Note Records, blue note"
Buried Inside,"Sludge, post-hardcore, Post-Metal, metalcore, hardcore"
The Kunts,"punk, alternative rock, UK, england, punk rock"
Hospitality,"indie pop, indie, seen live, indie rock, twee"
Wax Poetic,"trip-hop, chillout, electronic, lounge, jazz"
Jello,"idm, electronic, ambient, electronica, downtempo"
Fetty Wap,"Hip-Hop, rap, trap, rnb, hip hop"
Scratch Massive,"electronic, electro, french, idm, electronica"
Dave Weckl,"jazz, Fusion, drums, jazz fusion, funk"
Rod Modell with Kevin Hanton,"dub techno, dub, minimal, ambient, chain reaction"
Blackdeath,"black metal, raw black metal, Russian Black Metal, russian, Orthodox Black Metal"
krill.minima,"ambient, minimal, dub, electronic, experimental"
John Phillips,"singer-songwriter, folk, country rock, rock, 70s"
John Vanderslice,"seen live, indie, singer-songwriter, indie rock, folk"
Tomonari Nozaki,"ambient, experimental, japanese, drone, modern classical"
Pariah,"dubstep, thrash metal, future garage, Drum and bass, heavy metal"
Flotation Toy Warning,"indie, dream pop, indie rock, space rock, experimental"
Senking,"minimal, ambient, electronic, experimental, glitch"
Frankie Knuckles,"House, Chicago House, deep house, dance, electronic"
Yasmine Hamdan,"trip-hop, lebanese, female vocalists, arabic, female vocalist"
Bluvertigo,"italian, alternative, alternative rock, electronic, rock"
Topaz Rags,"psychedelic, drone, experimental, not not fun, Lo-Fi"
Остава,"bulgarian, seen live, alternative, alternative rock, rock"
Gospel,"screamo, post-hardcore, experimental, post-rock, hardcore"
Heavenly,"Power metal, twee, indie pop, metal, symphonic metal"
Sparta,"post-hardcore, seen live, rock, alternative rock, indie"
Gliss,"shoegaze, indie, indie rock, alternative rock, alternative"
Port Blue,"ambient, instrumental, post-rock, chillout, JazzCancer"
Bahwee,"instrumental hip-hop, beats, instrumental, electronic, hip hop"
Prince of Denmark,"techno, dub techno, minimal techno, House, electronic"
Тени Свободы,"punk rock, punk, political punk, russian, russian punk"
Owen Tromans,"freak folk, alternative, indie rock, folk rock, Pastoral"
Lyle Lovett,"country, Alt-country, singer-songwriter, americana, texas"
Boris Divider,"electro, nu electro, dark minimal electro, e-l-e-c-t-r-o, spanish"
girl in red,"indie, dream pop, Lo-Fi, indie pop, norwegian"
Buckcherry,"hard rock, rock, alternative rock, alternative, Grunge"
Camilo Sesto,"romantico, latin, camilo sesto, pop, pop espanol"
Francisco López,"drone, Field Recording, experimental, ambient, minimal"
Lone Ranger,"reggae, dancehall, dub, studio one, rub-a-dub"
Dexter,"electro, Hip-Hop, electronic, rap, seen live"
Boston Spaceships,"indie rock, rock, power pop, seen live, indie"
Level 42,"80s, pop, funk, new wave, bass"
Gramm,"minimal, glitch, electronic, electronica, techno"
Son House,"blues, delta blues, Classic Blues, country blues, folk"
Arthur H,"french, chanson francaise, nouvelle scene francaise, chanson, france"
Rodney Hunter,"downtempo, electronic, lounge, chillout, nu jazz"
Quickspace,"space rock, noise pop, indie rock, shoegaze, indie"
PVRIS,"alternative rock, electronic, rock, female vocalists, alternative"
Manuel Göttsching,"krautrock, electronic, ambient, experimental, german"
No Omega,"hardcore, melodic hardcore, dark hardcore, seen live, swedish"
dj Cheb i Sabbah,"world, Asian Fusion, Indian, world fusion, Bhangra"
Akua Naru,"Hip-Hop, Conscious Rap, hip hop, underground hip hop, seen live"
Nazareth,"classic rock, hard rock, rock, 70s, heavy metal"
Endless Boogie,"Psychedelic Rock, blues rock, psychedelic, Stoner Rock, blues"
Sleepytime Gorilla Museum,"Avant-Garde, experimental, Avant-garde Metal, Progressive metal, Progressive rock"
Marcy Playground,"alternative, alternative rock, rock, 90s, indie"
Reatards,"Garage Punk, punk, Garage Rock, garage, memphis"
Waiting For You Last Summer,"Garage Punk, punk, Garage Rock, garage, memphis"
Fabio Frizzi,"Soundtrack, horror, horror soundtrack, Progressive rock, italian"
The Essex Green,"indie pop, indie, Elephant 6, seen live, twee"
Lützenkirchen,"electronic, techno, minimal, House, electro"
MERCYBIT,"Killer, Killer Band, killer song, killer artist, electronic"
Aborted,"death metal, Brutal Death Metal, grindcore, seen live, goregrind"
Nas & Damian Marley,"reggae, Hip-Hop, rap, seen live, political hip-hop"
Legiac,"idm, ambient, experimental, downtempo, electronic"
Pepe Bradock,"deep house, House, chillout, electronic, lounge"
Juj,"instrumental hip-hop, downtempo, beats, experimental, Hip-Hop"
Magda,"minimal, minimal techno, techno, electronic, minus"
D'Arcangelo,"idm, electronic, electro, Rephlex, techno"
Githead,"post-punk, alternative, shoegaze, wire, indie rock"
ASAP Rocky,"Hip-Hop, rap, seen live, underground hip-hop, swag"
Jonathan Wilson,"seen live, folk, singer-songwriter, psychedelic, folk-rock"
The Murder Of Rosa Luxemburg,"experimental, post-hardcore, screamo, post-rock, math rock"
Brighter Death Now,"death industrial, noise, power electronics, industrial, dark ambient"
Ten In The Swear Jar,"experimental, post-punk, indie, experimental indie, Jamie Stewart"
Mura Masa,"electronic, trap, seen live, british, future bass"
Circulatory System,"Elephant 6, psychedelic, indie, Lo-Fi, indie pop"
Lisa Germano,"singer-songwriter, female vocalists, indie, dream pop, alternative"
Altan,"celtic, irish, folk, Irish Folk, world"
The Oh Hellos,"folk, indie folk, indie, american, alternative"
The Outfield,"80s, rock, classic rock, pop, british"
Aberfeldy,"indie pop, Scottish, indie, twee, seen live"
Jack Nitzsche,"Soundtrack, instrumental, surf rock, classic rock, 70s"
LP,"indie, seen live, rock, synthpop, electronic"
Scott Hamilton,"jazz, saxophone, Smooth Jazz, scott hamilton, Mellow"
Tommy Emmanuel,"acoustic, guitar, acoustic guitar, fingerpicking guitar, solo guitar"
Immortal Technique,"Hip-Hop, rap, underground hip-hop, political, hip hop"
Pete Namlook & Klaus Schulze,"ambient, electronic, dark ambient, Progressive Electronic, electronica"
Turzi,"krautrock, experimental, psychedelic, electronic, french"
Radicalfashion,"experimental, ambient, electronic, japanese, contemporary classical"
Tyvek,"Lo-Fi, seen live, punk, garage-punk, shitgaze"
Santo & Johnny,"oldies, instrumental, 50s, Surf, guitar"
Nightcore,"happy hardcore, trance, dance, techno, electronica"
Aloha Screwdriver,"rockabilly, instrumental, surf rock, Surf, fast"
Rene Hell,"ambient, electronic, experimental, psychedelic, idm"
Christopher Owens,"indie pop, indie, chamber pop, seen live, american"
Christy Moore,"irish, folk, celtic, singer-songwriter, Irish Folk"
Irie Maffia,"reggae, hungarian, seen live, ragga, Hip-Hop"
Giacomo Puccini,"Classical, opera, italian, romantic, composers"
Thompson Twins,"80s, new wave, pop, synth pop, synthpop"
Primordial,"black metal, folk metal, pagan metal, seen live, doom metal"
14 Iced Bears,"twee, indie pop, Sarah Records, c86, indie"
Mychael Danna & Rob Simonsen,"Soundtrack, instrumental, spoken word, composer, contemporary classical"
Inc.,"electronic, rnb, synthpop, pop, experimental"
Andrew Liles,"experimental, dark ambient, ambient, drone, Post-Industrial"
Stackridge,"psychedelic folk, Progressive rock, Whimsical Prog Pop, british, freak zone"
Veruca Salt,"female vocalists, alternative, Grunge, rock, alternative rock"
Kattoo,"idm, ambient, experimental, electronic, electronica"
Ahura,"sufi, Persian, World Music, world, ney"
Marcus Fischer,"ambient, drone, minimal, instrumental, electronic"
American Men,"math rock, post-rock, indie, electronic, ambient"
Longwave,"shoegaze, indie rock, indie, rock, alternative"
Dion,"oldies, 60s, rock n roll, doo wop, rock"
Raised Fist,"hardcore, seen live, hardcore punk, swedish, punk"
vedad hodzic,"chillout, downtempo, electronica, lounge, artists who are lastfm users"
EVE 6,"rock, alternative, alternative rock, 90s, punk"
Astrud,"spanish indie pop, indie, indie pop, spanish, pop"
Vienna Teng,"female vocalists, piano, singer-songwriter, indie, folk"
Vibesquad,"dubstep, glitch-hop, breakbeat, bass, trip-hop"
Eleni Karaindrou,"Soundtrack, contemporary classical, Classical, Greek, instrumental"
Skink,"electronic, rock, idm, slovenia, velenje"
Sex Gang Children,"deathrock, post-punk, batcave, Gothic Rock, Gothic"
Traveling Wilburys,"classic rock, rock, Supergroup, 80s, pop"
Hanson,"pop, pop rock, seen live, rock, indie"
Digable Planets,"Hip-Hop, Jazz Hop, hip hop, rap, jazz"
The Queers,"punk rock, punk, pop punk, seen live, Pop-punk"
ART-SCHOOL,"J-rock, japanese, alternative, rock, jrock"
Rrose,"techno, dub techno, minimal, electronic, experimental"
Lovvers,"Lo-Fi, noise rock, punk, seen live, indie"
Dolphins Into the Future,"drone, ambient, experimental, minimalist, seen live"
Black Grape,"madchester, indie, britpop, Manchester, alternative"
Chapel Club,"post-punk, seen live, indie, indie rock, british"
Gene,"britpop, indie, 90s, alternative, rock"
Rooney,"indie, indie rock, rock, alternative, seen live"
Jose Gonzalez,"acoustic, singer-songwriter, indie, folk, swedish"
Aly & AJ,"pop, female vocalists, pop rock, Disney, rock"
Stratovarius,"Power metal, metal, melodic metal, heavy metal, finnish"
The Beautiful Girls,"australian, acoustic, indie, folk, reggae"
Rites of Spring,"emo, post-hardcore, hardcore, punk, emocore"
Childs,"post-rock, ambient, electronic, chillout, downtempo"
Barış Manço,"turkish, turkish rock, anatolian rock, anadolu rock, Progressive rock"
Ojos de Brujo,"Flamenco, spanish, Fusion, latin, world"
Cherry Glazerr,"indie, female vocalists, seen live, indie rock, indie pop"
張懸,"taiwan, indie, folk, singer-songwriter, chinese"
Magrudergrind,"grindcore, powerviolence, fastcore, power violence, thrash"
Living Colour,"rock, hard rock, funk metal, Funk Rock, alternative"
Skiye,"Progressive, experimental, acoustic, world, rock"
GoGo Penguin,"jazz, jazz fusion, progressive jazz, Fusion, post-rock"
